1,6,32,71,12,11,114,5,8,4,5,1,not fire
2,6,30,73,13,64,111,5,7,4,5,1,not fire
3,6,29,80,14,32,97,4,7,2,5,0,not fire
4,6,30,64,14,0,158,10,15,17,11,8,not fire
5,6,32,60,14,3,154,12,17,14,13,7,not fire
6,6,35,54,11,1,167,16,26,24,18,24,fire
7,6,35,44,17,3,171,19,28,43,21,48,fire
8,6,28,51,17,20,142,15,7,12,14,6,not fire
9,6,27,59,18,1,156,17,14,19,16,15,not fire
10,6,30,41,15,0,178,26,22,67,26,80,fire
11,6,31,42,21,0,181,36,30,107,36,133,fire
12,6,27,58,17,0,177,42,37,69,42,103,fire
13,6,30,52,15,32,144,22,7,11,21,7,not fire
14,6,27,79,16,11,106,12,7,4,12,2,not fire
15,6,28,90,15,0,133,14,14,9,14,4,not fire
16,6,29,87,15,6,94,8,8,1,8,0,not fire
17,6,31,69,17,75,124,7,8,8,7,3,not fire
18,6,33,62,10,139,131,9,8,7,8,3,not fire
19,6,32,67,14,72,129,8,8,8,8,3,not fire
20,6,31,72,14,3,120,7,8,6,7,2,not fire
21,6,32,55,14,0,172,16,18,40,16,39,fire
22,6,33,46,14,17,156,16,8,15,15,9,not fire
23,6,33,59,16,12,148,14,8,12,13,6,not fire
24,6,35,68,16,0,170,20,17,39,19,42,fire
25,6,34,70,16,0,172,25,25,43,25,53,fire
26,6,36,62,16,0,175,33,34,56,32,76,fire
27,6,36,55,15,0,178,41,43,64,41,96,fire
28,6,37,37,13,0,185,54,52,93,54,147,fire
29,6,37,36,13,9,172,35,36,38,35,57,fire
30,6,34,42,15,27,159,24,8,17,23,17,not fire  
1,7,28,58,18,35,127,6,8,9,6,4,not fire
2,7,33,48,16,0,175,15,17,54,15,51,fire
3,7,34,56,17,1,169,19,27,37,20,41,fire
4,7,34,58,18,0,176,27,36,64,28,79,fire
5,7,34,45,18,0,181,37,46,90,37,120,fire
6,7,35,42,15,4,169,31,45,34,33,50,fire
7,7,38,43,13,8,170,26,35,32,27,41,fire
8,7,35,47,18,96,161,19,9,24,18,24,fire
9,7,36,43,15,30,164,18,9,25,18,24,fire
10,7,34,51,16,60,155,16,9,16,15,10,not fire
11,7,34,56,15,46,149,14,9,12,13,6,not fire
12,7,36,44,13,0,180,25,19,66,25,76,fire
13,7,39,45,13,9,170,22,10,33,21,37,fire
14,7,37,37,18,3,177,25,14,72,25,83,fire
15,7,34,45,17,0,181,36,24,87,35,112,fire
16,7,31,83,17,0,169,38,33,37,38,58,fire
17,7,32,81,17,0,169,42,42,37,41,61,fire
18,7,33,68,15,0,172,47,51,41,47,72,fire
19,7,34,58,16,0,176,55,61,58,55,104,fire
20,7,36,50,16,0,179,65,71,76,65,138,fire
21,7,36,29,18,0,187,79,80,148,79,240,fire
22,7,32,48,18,0,183,88,90,105,88,203,fire
23,7,31,71,17,0,174,93,99,55,93,130,fire
24,7,33,63,17,17,145,41,56,12,43,20,not fire
25,7,39,64,9,19,147,23,15,8,22,5,not fire
26,7,35,58,10,3,156,21,19,12,21,8,not fire
27,7,29,87,18,0,160,23,28,22,23,25,not fire
28,7,33,57,16,0,175,31,37,53,31,72,fire
29,7,34,59,16,0,176,39,47,59,39,87,fire
30,7,36,56,16,0,177,47,57,65,47,105,fire
31,7,37,55,15,0,178,56,67,66,56,116,fire
1,8,38,52,14,0,156,8,10,16,8,6,not fire
2,8,40,34,14,0,186,21,21,110,21,108,fire
3,8,39,33,17,0,187,34,32,137,33,156,fire
4,8,38,35,15,0,187,46,42,125,45,167,fire
5,8,34,42,17,1,176,47,52,152,47,100,fire
6,8,30,54,14,49,141,22,9,10,21,6,not fire
7,8,34,63,13,46,139,14,9,9,13,4,not fire
8,8,37,56,11,0,174,22,20,41,22,47,fire
9,8,39,43,12,0,183,33,30,76,32,101,fire
10,8,39,39,15,3,178,31,35,65,31,85,fire
11,8,40,31,15,0,188,45,46,132,44,172,fire
12,8,39,21,17,6,186,36,41,124,36,150,fire
13,8,35,34,16,3,176,33,45,60,35,84,fire
14,8,37,40,13,0,183,44,55,86,44,125,fire
15,8,35,46,13,4,167,33,54,28,38,44,fire
16,8,40,41,10,1,184,45,65,76,48,118,fire
17,8,42,24,9,0,192,60,76,125,60,192,fire
18,8,37,37,14,0,188,71,86,128,71,210,fire
19,8,35,66,15,1,165,65,96,26,71,61,fire
20,8,36,81,15,0,167,68,107,30,76,72,fire
21,8,36,71,15,0,172,73,117,40,82,97,fire
22,8,37,53,14,0,179,82,127,64,91,144,fire
23,8,36,43,16,0,182,92,137,92,100,196,fire
24,8,35,38,15,0,184,102,147,97,109,215,fire
25,8,34,40,18,0,184,112,157,114,119,248,fire
26,8,33,37,16,0,184,122,167,104,128,242,fire
27,8,36,54,14,0,182,131,177,80,136,208,fire
28,8,35,56,14,6,158,74,166,16,61,48,not fire
29,8,35,53,17,8,160,41,149,21,61,47,fire
30,8,34,49,15,0,178,49,159,64,71,128,fire
31,8,30,59,19,0,178,55,168,78,78,155,fire
1,9,29,86,16,0,75,1,8,0,2,0,not fire
2,9,28,67,19,0,150,5,16,16,8,6,not fire
1,6,29,57,18,0,131,6,7,10,6,4,not fire
2,6,29,61,13,20,128,8,7,8,7,3,not fire
3,6,26,82,22,209,94,5,7,2,5,0,not fire
4,6,25,89,13,40,57,2,6,0,3,0,not fire
5,6,27,77,16,0,129,6,14,9,7,4,not fire
6,6,31,67,14,0,165,11,22,24,14,20,fire
7,6,33,54,13,0,176,19,30,51,21,57,fire
8,6,30,73,15,0,173,24,38,44,27,56,fire
9,6,25,88,13,3,105,15,38,3,21,2,not fire
10,6,28,79,12,0,146,19,46,10,25,7,not fire
11,6,31,65,14,0,169,25,54,32,31,44,fire
12,6,26,81,19,0,168,27,61,38,35,56,fire
13,6,27,84,21,19,100,13,17,4,13,1,not fire
14,6,30,78,20,8,118,9,7,8,8,3,not fire
15,6,28,80,17,49,98,6,7,3,6,0,not fire
16,6,29,89,13,11,72,3,7,0,4,0,not fire
17,6,30,89,16,9,74,2,7,0,3,0,not fire
18,6,31,78,14,4,113,3,8,5,4,1,not fire
19,6,31,55,16,1,159,9,16,20,10,11,not fire
20,6,30,80,16,6,119,6,27,7,10,3,not fire
21,6,30,78,14,0,162,12,31,20,16,17,fire
22,6,31,67,17,1,158,14,39,19,19,18,not fire
23,6,32,62,18,1,162,16,47,26,23,30,fire
24,6,32,66,17,0,171,22,55,44,29,60,fire
